sr. no.,username,user id,access_hash,name,group,status
26,MeGamechanger,460320125,4770996404904627716,Anonymous,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
27,Saurabh8778,340161870,-7837207334250713355,Saurabh,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
28,ad4537,966127321,414832323413975948,A.D,MPSC OFFICERS DISCUSSION GROUP,2023-03-16 21:44:07+00:00
29,Ay23236,5273112894,-5639900691374816633,Aryan,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
30,xyxy1233,5284963705,-8712147529945675084,cop_Amit,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
31,Ashugavhane007,1034827424,1943089987606877505,Ashish,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
32,ASPlRANT,577242839,-1573300267171149342,aspirant,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
33,arunpatilgadwe,1324565711,-8679521496417417397,Arun,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastWeek
34,Aspirant4,617458657,5206218200881455048,Aspirant4,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastWeek
35,mpsccopartner,1841355777,-2294740153130052317,Ajay,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastMonth
36,anandsuradkar111gmail,610990928,-3765573835631849056,Anand,MPSC OFFICERS DISCUSSION GROUP,2023-03-17 09:01:15+00:00
37,Ash_meee,785791077,3739133990539335380,ASH_7,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 07:19:27+00:00
38,Alonestone422004,1779337724,3885403834974573826,Royal,MPSC OFFICERS DISCUSSION GROUP,NoneType
39,Anantbansode,1023859123,994091116190691649,Anant,MPSC OFFICERS DISCUSSION GROUP,2022-12-16 09:31:13+00:00
40,Samir8484,1100700002,-2994632102564243504,Samir Attat,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 04:59:35+00:00
41,Optimist4797,356645871,-5651727486018422971,Akash,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
42,Akki_1795,874794048,-735708050550862112,AKSHAY,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 05:34:17+00:00
43,Amitpolkar,771436609,-7098438710293685045,Amit,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
44,Founder_and_CEO_of_own_Destiny,573140383,7657363719351382419,Founder & CEO,MPSC OFFICERS DISCUSSION GROUP,2023-03-11 19:39:43+00:00
45,Akash_Pagar,348606981,964290058040764524,Akash,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
46,AnilZate,567793347,-1050085470918234835,Anil,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
47,Akash_thaware06,821021699,1709004736054584123,Akash,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 07:01:34+00:00
48,AG088,253471318,-1541538670922372720,A,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
49,akshaybhosale1212,635229396,2232280354892039916,Akshay,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
50,Asawa5,235574550,-7459641453898823467,S,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 06:20:54+00:00
51,Dreams1992,279978217,-7392858684437663606,Ak 47,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastWeek
52,aartireddy,1099392468,-1113832504888432410,Aarti,MPSC OFFICERS DISCUSSION GROUP,NoneType
53,Educational_Pedia_Officials,1029978912,-598112258419878233,Anil,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastMonth
54,Ashok_More007,680881628,-4251531669132508292,😘Ashok,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastMonth
55,Rudrashambhuraj,491291647,2465476628578509979,Ajay,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
56,AmaN_00000,1442868293,3873372126854554866,Aman,MPSC OFFICERS DISCUSSION GROUP,NoneType
57,Aditya93084,1593103392,-375118481203063276,Aditya,MPSC OFFICERS DISCUSSION GROUP,2022-12-10 13:29:27+00:00
58,way_to_journy,1098027703,358854822990305982,Ankita___.,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
59,Aspirant2023UPSC,591722769,2520633657247059629,Aspirant 😊✌️,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
60,Amit9764,509770076,-5389605105759243051,ᴀᴍɪᴛ,MPSC OFFICERS DISCUSSION GROUP,2023-03-18 04:41:34+00:00
61,Athrv,606780510,5500660218440589932,Dayanand D.,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
62,aashatiwari,946254656,7514637457827820072,Aasha,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
63,SB19A,856625638,-1023078557036411885,Suraj,MPSC OFFICERS DISCUSSION GROUP,2023-03-18 16:34:48+00:00
64,Abhi2397y,251727469,-5405767030517261899,Abhi-P,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
65,udate11,1207978227,-4308441348432646459,Anand,MPSC OFFICERS DISCUSSION GROUP,2023-03-19 15:55:48+00:00
66,ankita_211,694776133,513739382709775490,Ankita.B,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastMonth
67,I_m_akki_72,705674951,-5759564415432472143,Army_lover_,MPSC OFFICERS DISCUSSION GROUP,2023-03-18 07:09:18+00:00
68,enemyzz,1353936243,-2648850384902196965,Bajrang,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
69,Kurhe5420,942571273,-577279245138403424,Bharat,MPSC OFFICERS DISCUSSION GROUP,2023-03-19 13:35:23+00:00
70,Jadhav0000,507885328,-5696697693087632698,Jadhav,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
71,Maheshbhurkapalle,1175662033,2208938128305907320,Mahesh,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
72,Kkumar007,569411874,-9003506300576562854,Kirankumar,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
73,BYC007,884053526,5762448365644239238,YUKTA,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
74,believer13,1315190440,2329853868841059330,Prasanna,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
75,Disha6176,5179292997,604372636546553844,D,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
76,Pruthvi1027,1266381578,-5002057247840953324,Pruthviraj,MPSC OFFICERS DISCUSSION GROUP,2023-03-10 01:56:19+00:00
77,Bhimashankarkaramunge,1439801944,-2915078456445026467,Bhima,MPSC OFFICERS DISCUSSION GROUP,2023-01-04 09:24:29+00:00
78,Kajalbhosle,595621103,4763888915833084486,Kajal Bhosale,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
79,being_rekha,401474577,-6384158464511044330,Rekha,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastWeek
80,Psibharat7,5057045914,7187616099816461514,Psi Bharat,MPSC OFFICERS DISCUSSION GROUP,2023-03-16 16:43:10+00:00
81,Shivkanyabahir,343806719,-1876694537851779178,Shivkanya Dnyandev,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
82,saurabh7b,627749261,6417675650285115069,Saurabh,MPSC OFFICERS DISCUSSION GROUP,2023-03-16 02:21:21+00:00
83,sudhirbhalerao,799219987,-4439432823029635845,jyoti,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
84,Babluchate,947733312,7704021514058989749,chate,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
85,Bmohini,1695651665,-7600212574807674576,M,MPSC OFFICERS DISCUSSION GROUP,NoneType
86,badu123,292233490,-4102373366247053652,Balkrishna,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
87,Prabhakar_k_Barekar,1415519114,8074226447927511563,𝓟𝓻𝓪𝓫𝓱𝓪𝓴𝓪𝓻 𝓑𝓪𝓻𝓮𝓴𝓪𝓻,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
88,Balajiiiiii,253698637,-7535885630006124908,Balaji,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
89,Bewater_94,250854057,3259589018169937320,Gunaji,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
90,BAmitD,501225435,-4083441221681464785,Amit,MPSC OFFICERS DISCUSSION GROUP,NoneType
91,bhimer123,721401597,-587526024570044518,S,MPSC OFFICERS DISCUSSION GROUP,2023-03-19 18:29:00+00:00
92,Prajwal_0876,5239272435,-1608260511765566457,Chandrikpaure,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
93,Cm_jayale,270588277,5957591152530555547,CM jayle,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
94,cbhosale87,339846698,4150399196320941622,Chandrakant,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 01:35:38+00:00
95,hindviswaraj,1327736722,8207222281776638238,Chavan,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
96,CooeExpertt,967618298,2006875450167775854,👑COOE EXPERT👑,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 07:27:19+00:00
97,Love_for_canvas,347751641,562887039410408525,Neh@,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
98,Patil_Mahesh_14,680237464,-7448189207934689765,Future officer's club For Mpsc™,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
99,Sumt12,251175116,2243436983047559365,@.cdpo focus,MPSC OFFICERS DISCUSSION GROUP,2023-03-16 16:32:07+00:00
100,chetesh9,830520185,1796752705697867109,Chetesh,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 07:33:08+00:00
101,chandrashekharkharde,542883290,3844405340436231420,︻デ═一 ▸$hekhar,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
102,krishna_07c,898973953,3990381148766828811,Krishna Chavan,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
103,Ccxdfghh,796005109,7866603206126196597,|}€€|>@|<,MPSC OFFICERS DISCUSSION GROUP,2023-03-03 08:52:52+00:00
104,changsqueen,259436711,3836962299321014584,Changsqueen😘😘,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastMonth
105,ShankarDC,549406927,3073534895374592015,CHOLE SHANKAR :)आशाशंकर),MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
106,swapnil0689,226965479,-8801351556821936425,Dr. swapnil,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
107,Drindira1709,1790852678,-2203543723756847682,Dr.Indira,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 07:36:35+00:00
108,Diptesh11,532663147,7555504038417188303,Diptesh,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
109,dia786976,5949335083,4867235339019319976,Pathan ......,MPSC OFFICERS DISCUSSION GROUP,2023-02-10 03:19:19+00:00
110,Virajdhage01,971000391,3828505069218514175,Viraj,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
111,DreamSync,345470056,-5043502676378942501,Nitin,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastMonth
112,Dhruvs1903,5488789035,-6944908454321152397,Dhruv,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 02:36:58+00:00
113,DrRahulNagargoje,5706743619,-5768799732464281223,Dr. Rahul,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
114,Mauali,471441909,8959768685746656238,Dnyaneshwar,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
115,Shivdasre,1462579876,-2928391674551065678,Shiv,MPSC OFFICERS DISCUSSION GROUP,2023-03-19 15:02:45+00:00
116,Doko4519,348258634,-3392862172204596664,Heisenberg,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
117,DN_Kadam,415593958,-975353091650203210,Dnyaneshwar,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
118,deore2990,1888596417,-2748710885159801337,Kalpesh,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
119,Vishal0698,417985745,8973889183317213912,Vishal,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
120,SS25Dr,1315225861,948869762871745755,Dr Yash,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastMonth
121,Destiny3112,416691558,7461784055900825330,Destiny,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
122,Deshmukh01,1089957401,-8422261653323791516,V.D.,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
123,DnyaneshwarPalve,524265059,1809393181054222868,Dnyaneshwar,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
124,Dwpune,2005400617,-1095518334018616079,D,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastWeek
125,dahiwadkarvb,5074438192,1213412822490752131,VISHWESHWAR,MPSC OFFICERS DISCUSSION GROUP,2023-03-17 11:56:33+00:00
126,dj573,343383743,118417043940584002,D.,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastMonth
127,DATTA_0252,585050500,1829222834887709036,दत्तात्रय शंकर,MPSC OFFICERS DISCUSSION GROUP,UserStatusOnline
128,namdev136,193024505,5766480881798714798,N,MPSC OFFICERS DISCUSSION GROUP,NoneType
129,Marutidarade1130,1571085369,5758289816578941427,Darade,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
130,laksha2610sgggg,307348658,-4094069400681104509,Laksh,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
131,Dipakpatil4373,299394940,8086322849038238546,DIPAK,MPSC OFFICERS DISCUSSION GROUP,2023-03-19 04:34:09+00:00
132,vishwa_342,334349764,3374576898460946929,Vishwanath,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastWeek
133,ESmartG,312981465,-5613741141068465149,S,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
134,Mpsc_english1,5537362248,7599083331702455759,mpsc,MPSC OFFICERS DISCUSSION GROUP,2022-09-30 11:23:30+00:00
135,Er_sankeetv,988825738,1713393932360010448,Er Sankeet v,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastWeek
136,Frvr_king,1006543368,-6072218532533376313,𒆜⋆🆅Ꭵl͢͢͢laᎥภ⋆࿐,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastMonth
137,Funlife29,553249584,-1207763720307522426,32105,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
138,FKsk4,447217810,5134509313566186183,Fahim,MPSC OFFICERS DISCUSSION GROUP,2023-03-19 18:23:40+00:00
139,Gdp55,194507091,-7925065967558396509,GDP,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
140,Sanket2000,611284780,-1920192822780152143,Sanket,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
141,Gauri2608,2135595094,7865797491352476022,Gauri,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 06:55:57+00:00
142,Ganeshg7878,317394968,5304425941290798533,Ganesh,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
143,gGopalpatil,5251242466,-8930325083412527719,Gopal,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
144,sai_gite,668359673,7272688662176402967,Sai,MPSC OFFICERS DISCUSSION GROUP,2023-03-17 06:30:59+00:00
145,gotospace22,1024696399,8665809722295742693,Jai,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
146,Rohit_Gaikwad_23104,763186851,2109477762838527113,ROHIT,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
147,Kganesh6541,1496989922,-409903848244112309,ganesh k,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
148,Nayaha14,1271175630,7321590458332024922,G,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
149,GUNDA_PATIL,1619546902,1222778112565767287,Saurabh,MPSC OFFICERS DISCUSSION GROUP,2023-02-22 18:21:30+00:00
150,NG_1405,1219038073,-3362659010834149352,Namrata,MPSC OFFICERS DISCUSSION GROUP,2023-03-15 14:21:44+00:00
151,JITENDRA27,502505635,298534268594265657,Jitendra,MPSC OFFICERS DISCUSSION GROUP,UserStatusOnline
152,Ganakendre,569436582,-1295080507049917156,Ganesh,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 07:30:14+00:00
153,GSurwase,758447954,-3903388246741202087,Ganesh,MPSC OFFICERS DISCUSSION GROUP,2023-03-16 08:05:53+00:00
154,spartacusReturn,554680771,-1651485451965447279,@,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
155,KailashThorat,343053017,-154580119438729185,K@!La$h 👮🏻‍♂️,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
156,Hiio04,5644458978,-5399065199501326154,Study Point,MPSC OFFICERS DISCUSSION GROUP,NoneType
157,swapnilpawar8788,2059109609,8390217240366835672,harry1996,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
158,Sam4738,1124964190,4695625606410585574,Himanshu,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
159,Kavitahk123,498329007,6131008492182444477,Harish,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 05:07:49+00:00
160,Javedhiriwale,1796966143,-4644685507905257938,Javed,MPSC OFFICERS DISCUSSION GROUP,2022-10-31 15:48:15+00:00
161,Hope1965,813908255,-7987049689432109919,Hope,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
162,harshvm7,480237056,-6320461046709990146,harshad,MPSC OFFICERS DISCUSSION GROUP,2023-01-26 04:04:28+00:00
163,Indiancj,1686460243,4069167607950598686,Reshma,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
164,IAmhere187,470581027,-2023074037774785652,Vicky,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
165,inder09nik,422133623,-1196920122157131313,Inder,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
166,Irfan_Pathan1,379028452,5724087638066192909,Irfan Pathan,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
167,ITSPRIYaRaj,1872103368,-4255230352401327219,✨P.,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
168,IndianSir,1485998780,4489409098822117048,Indian Sir 🇮🇳,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
169,indianagro,610698037,5235285995437360746,सुदाम,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
170,Vijay77777777777,318409646,8978946329734353610,...@V J@...,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
171,Jokowick,863958087,3561515080035979389,JOKOWICK,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastWeek
172,Lila3112,1095319723,-3906135292158213908,Lila,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
173,K96kkkk,297663784,-2089660795896764598,j n,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
174,kjblues,668694052,1588478108464276930,Karan Jaiswal,MPSC OFFICERS DISCUSSION GROUP,2023-03-19 19:08:34+00:00
175,sjain15,203600127,5481679305899843160,S,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastMonth
176,youth66665,436848353,-8110286700324034757,J,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
177,jbkbkj,1213893214,6020546746996272997,Shree,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
178,Jivan_rajput,891028215,4270547981768207086,𝓙𝓲𝓿𝓪𝓷,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
179,Sachin7732,716274801,-473186195945704255,Sachin,MPSC OFFICERS DISCUSSION GROUP,2023-03-13 04:31:37+00:00
180,jpramod_7,336586073,7984818513336582458,Pramod,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
181,kuldeep_jevre,529462871,-2058448435078050233,kuldeep,MPSC OFFICERS DISCUSSION GROUP,2023-03-18 10:44:05+00:00
182,manofchoice,528480990,3653067683830084112,J,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
183,sourabhkumbhar1702,1858461601,-7122849095496434385,Sourabh,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
184,Rounakkamble,448971710,-7288258047585554612,Kamble Rounak,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
185,Rups_ka,1864134735,3818661315859046308,Rupali,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
186,sandipkadam0144sandy,1221024314,8686238492335224779,Sandip,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 04:58:44+00:00
187,shubhamkharat,666877223,5566953788403514708,Shubham,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
188,Ohin_k_210,5307189539,-1648954512050904533,彡[MOHINI]彡,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
189,Khushi552,1666263947,2077247541255396270,khushi,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
190,Khurdetushar1804,939932076,4291598395721739033,Tushar Khurde,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
191,KBSDFG,1452808186,-6034664728058844718,S,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
192,sandykatkar,820885049,-8744381476859535053,S,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
193,KLT080111,1009376658,-1148497845972749711,Rudara,MPSC OFFICERS DISCUSSION GROUP,2023-03-12 16:42:48+00:00
194,kSurywanshi,1609567007,2125109210024176161,Kiran,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 06:41:23+00:00
195,Kgkhufh,409509970,2633327169808296394,ROHAN,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
196,paragkuthe,2041923076,-6317273919799134100,Sp,MPSC OFFICERS DISCUSSION GROUP,2023-03-17 04:44:40+00:00
197,Krishnaxeroxrj,1864186117,-8235951127196516880,Krishna,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 06:12:04+00:00
198,Krish1678,612820373,8927151742881948883,Krshna,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
199,Krutesh1998,989697474,-4128787864381802838,Krutesh,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
200,vpk9158,232481065,6707455689622406642,Vitthal Karke,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
201,Kameshpatil,388520409,6544225357878729564,Kamesh,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
202,KulPR,836817580,5433543741590740889,Kulkarni P R,MPSC OFFICERS DISCUSSION GROUP,NoneType
203,krpalve4551,873743077,6504641097702963921,Palve krushna,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
204,SachiinmKamble,726255903,-174217472656205574,Sachin M,MPSC OFFICERS DISCUSSION GROUP,UserStatusLastWeek
205,Spkamble,301569776,9197861058502010206,SACHIN,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
206,Kamlakr,1459488249,3781608969177537386,Prajkta,MPSC OFFICERS DISCUSSION GROUP,2022-11-08 15:22:56+00:00
207,Prremmm20,1196509716,3267966168354957148,Prem,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 00:50:08+00:00
208,Sudhakarkoli78,434172382,3245185778843051850,Sudhakar,MPSC OFFICERS DISCUSSION GROUP,2023-03-14 12:53:21+00:00
209,Navnath1212,344994902,8767055246749614171,Navnath,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
210,SAMADHAN09,420894019,115916898437441562,SAMADHAN,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
211,rajvardhanhk,689577571,-815944891771257995,Rajvardhan,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
212,madhukatke,464396583,-5806055756243064397,Akshata,MPSC OFFICERS DISCUSSION GROUP,NoneType
213,Omkeram,221432539,-5164063037770463589,omsanju,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
214,Amol_K,698666351,4995307538147333928,Amol,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 06:10:15+00:00
215,onkar619,629787831,7687665521843699910,Onkar,MPSC OFFICERS DISCUSSION GROUP,2023-03-09 06:47:38+00:00
216,Yogeshnpkadam,1032978838,2755092959593060288,Yogesh N P,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 05:45:04+00:00
217,VK057,1003761223,-7528492430485938318,L,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
218,Lite_Yagaami,547306027,3327622891108614534,LIGHT,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
219,Laturkr,603779380,-3626690000880429911,!√!!®!!√!,MPSC OFFICERS DISCUSSION GROUP,2022-03-20 16:07:39+00:00
220,mahaveerparalkar,988205613,-7376812190327557306,Mahaveer Paralkar,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
221,Megharajmharse,1624220532,-6735942726895804315,Meghraj,MPSC OFFICERS DISCUSSION GROUP,2023-03-20 07:04:59+00:00
222,mpscpyqdaily,283807471,-8726217394548008701,..,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
223,manaa_21,560826066,-5884263346053618294,Manali,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
224,maharudrasonavane,1406382039,4928209965793580159,Sushil,MPSC OFFICERS DISCUSSION GROUP,UserStatusRecently
